Num,Pub_date,Type_actor,Political_actor,Document,Condensed_function,actor,theme,quote,year,time_bin
1134,2012-12-04,Journalist,Quote from article,Grizzly managers look toward hunts in Rockies,Journalist,Journalist,Law_detailed,Yet already government officials say those populations have recovered to the point that limited hunting for small numbers of bears could occur after protections are lifted -- and without harm to the species decades-long recovery. That could include hunts in areas of Wyoming Montana and Idaho where run-ins with humans and livestock attacks have increased in recent years.,2012,After I
1136,2009-12-01,Journalist,Quote from article,The Northern Rocky Mountain Gray Wolf Is Not Yet Recovered,Journalist,Journalist,Law_detailed,None of the previously delisted species has been subjected to any significant level of purposeful population reduction; in fact harvest will be allowed for only one of these delisted species (grizzly bear) and that harvest allowance is not expected to reduce the population size,2009,During I
1139,2002-06-21,Journalist,Quote from article,Oil Gas Roads Threaten to Bear Down on the Grizzly,Journalist,Journalist,Recovery_goals,Many biologists agree the bears are not fully recovered and contend that recent population gains would quickly be reversed if the bears are delisted. Plus maintaining ecological connections between neighboring habitats -- which could be severed by roads -- is critical.,2002,Before
1141,2014-11-23,Journalist,Quote from article,What It Takes to Kill a Grizzly Bear: Yellowstone grizzly bears face the two greatest threats to their survival in our lifetime: global warming and the U.S. government. Between them they could wipe the bears out.,Journalist,Journalist,State_of_science,Today the Yellowstone grizzly bear faces the two greatest threats to its survival in our lifetime. The first deadly threat is global warming which has already decimated the grizzlys most important food source. The second potentially fatal threat comes from agents of the U.S. Fish and Wildlife Service (FWS) who want to remove the federal protections of the Endangered Species Act from Yellowstones grizzlies (called delisting) and turn bear management over to the states of Wyoming Montana and Idaho.,2014,After I
1144,2024-06-05,Journalist,Quote from article,Comment: Grizzly debates a bear of a social interaction problem,Journalist,Journalist,Human_wildlife_conflict,People on both sides of the delisting debate often use logic to try to convince others that their position is right. Proponents of delisting say that hunting grizzly bears can help reduce conflict between grizzly bears and humans. Opponents of delisting counter that state agencies cannot be trusted to responsibly manage grizzly bears.,2024,Recent
1155,2015-11-05,Journalist,Quote from article,Grizzly bear numbers double in Yellowstone conservation drive,Journalist,Journalist,Recovery_goals,Wildlife officials are calling for the grizzly bears of Yellowstone National Park to be taken off the endangered list following a population explosion that they say poses a threat to humans.,2015,After I
1155,2015-11-05,Journalist,Quote from article,Grizzly bear numbers double in Yellowstone conservation drive,Journalist,Journalist,Human_wildlife_conflict,Wildlife officials are calling for the grizzly bears of Yellowstone National Park to be taken off the endangered list following a population explosion that they say poses a threat to humans.,2015,After I
1156,2018-08-27,Journalist,Quote from article,As hunting season looms case on grizzly protections could see speedy ruling,Journalist,Journalist,Law_detailed,1) That’s because Wyoming and Idaho have both set grizzly hunting seasons to start this Saturday Sept. 1. If the judge rules the U.S. Fish and Wildlife Service erred in delisting those bears last year the hunting seasons would be suspended. 2) Missoula-headquartered RMEF is one of several organizations supporting the federal government’s decision to delist the estimated 750 grizzly bears in and around Yellowstone National Park. Those bears are separate from the roughly 1000 grizzlies in the Northern Continental Divide Ecosystem in western Montana which has its own delisting decision expected this winter. Wildlife agencies for Montana Wyoming and Idaho also back the Fish and Wildlife Service’s delisting rule along with the National Rifle Association Safari Club International and Sportsmen’s Alliance Foundation.,2018,During II
1160,1998-12-12,Journalist,Quote from article,Yellowstone Grizzly Lumbers To Center of Wildlife Debate: [FINAL Edition],Journalist,Journalist,State_of_science,Some environmentalists are accusing the government of caving in to politicians who favor delisting in the belief it will mean fewer restrictions on commercial use of federal forest and rangeland abutting Yellowstone. And biologists are arguing among themselves about how much the bear population has increased and what kind of long-term future the species has given human pressures on the lands surrounding Yellowstone.,1998,Before
1167,2023-10-21,Journalist,Quote from article,WYOMING RANGE ALLOTMENT COMPLEX BIG PINEY GREYS RIVER AND JACKSON RANGER DISTRICTS BRIDGER-TETON NATIONAL FOREST SUBLETTE LINCOLN AND TETON COUNTIES WYOMING. [Part 1 of 1],Journalist,Journalist,Law_detailed,Historically grizzly bears were found throughout the Forest. Grizzly bears once inhabited the Wyoming Range but were extirpated from much of their historic range by the middle of the twentieth century (USFWS 1993). A small population persisted in Yellowstone National Park north of the project area. Grizzlies were listed as threatened under the Endangered Species Act (ESA) in 1975 and a recovery zone was subsequently delineated. The project area is approximately 25 miles south and west of the Yellowstone Recovery Area. Today they inhabit the Buffalo Ranger District and portions of the Jackson and Pinedale Ranger Districts. The grizzly bear recovery zone encompasses most of the Buffalo Ranger District and a small portion of the Jackson Ranger District.,2023,Recent
1167,2023-10-21,Journalist,Quote from article,WYOMING RANGE ALLOTMENT COMPLEX BIG PINEY GREYS RIVER AND JACKSON RANGER DISTRICTS BRIDGER-TETON NATIONAL FOREST SUBLETTE LINCOLN AND TETON COUNTIES WYOMING. [Part 1 of 1],Journalist,Journalist,Human_wildlife_conflict,A male grizzly bear was killed summer 2002 adjacent to the analysis area near Deadman Peak. The bear had been preying on domestic sheep.,2023,Recent
1170,2006-10-01,Journalist,Quote from article,LIVING WITH LARGE CARNIVORES,Journalist,Journalist,Law_detailed,According to one estimate only 25 to 50 bears were living outside YNP in 1970. In 1975 bears were listed as threatened and given protection under the Endangered Species Act (ESA) an action that stockmen claimed would bankrupt them. Since the listing the population has grown and conflicts have increased. Livestock have been killed sometimes in substantial numbers and occasionally people are attacked injured and even killed. The disposal of garbage is regulated which some people consider government meddling. The future availability of key natural foods for bears is debated and any reduction would increase bears consumption of garbage. Three counties have passed ordinances banning grizzlies. Regulations on how stock-killing grizzlies are dealt with are unsatisfactory to livestock producers (not enough lethal control) and some grazing allotments have been lost.,2006,Before
1170,2006-10-01,Journalist,Quote from article,LIVING WITH LARGE CARNIVORES,Journalist,Journalist,Human_wildlife_conflict,According to one estimate only 25 to 50 bears were living outside YNP in 1970. In 1975 bears were listed as threatened and given protection under the Endangered Species Act (ESA) an action that stockmen claimed would bankrupt them. Since the listing the population has grown and conflicts have increased. Livestock have been killed sometimes in substantial numbers and occasionally people are attacked injured and even killed. The disposal of garbage is regulated which some people consider government meddling. The future availability of key natural foods for bears is debated and any reduction would increase bears consumption of garbage. Three counties have passed ordinances banning grizzlies. Regulations on how stock-killing grizzlies are dealt with are unsatisfactory to livestock producers (not enough lethal control) and some grazing allotments have been lost.,2006,Before
1180,2015-11-15,Journalist,Quote from article,Grizzly bear numbers double in Yellowstone conservation drive [Eire Region],Journalist,Journalist,Recovery_goals,Wildlife officials are calling for the grizzly bears of Yellowstone National Park to be taken off the endangered list following a population explosion that they say poses a threat to humans.,2015,After I
1180,2015-11-15,Journalist,Quote from article,Grizzly bear numbers double in Yellowstone conservation drive [Eire Region],Journalist,Journalist,Human_wildlife_conflict,Wildlife officials are calling for the grizzly bears of Yellowstone National Park to be taken off the endangered list following a population explosion that they say poses a threat to humans.,2015,After I
1185,2017-04-03,Journalist,Quote from article,U.S. News: U.S. Watch,Journalist,Journalist,Law_detailed,Grizzly bears continue to expand their range amid an effort to turn over management of the bears from the U.S. Fish and Wildlife Service to the states of Wyoming Montana and Idaho a federal official said.,2017,During II
1185,2017-04-03,Journalist,Quote from article,U.S. News: U.S. Watch,Journalist,Journalist,Recovery_goals,1) Grizzly bears continue to expand their range amid an effort to turn over management of the bears from the U.S. Fish and Wildlife Service to the states of Wyoming Montana and Idaho a federal official said. 2) Since coming under the protection of the Endangered Species Act grizzlies have expanded their habitat outward from the populations core in Yellowstone National Park. 3) The population of grizzlies within an area monitored annually has fallen for two consecutive years from about 750 to 690. But Mr. van Manen said grizzly numbers outside the monitoring area arent counted and he believes the population is now at the highest point in decades.,2017,During II
1191,2021-04-29,Journalist,Quote from article,Sen. Lummis Senators to Interior Secretary Haaland: Follow Science on Grizzly Bear Populations,Journalist,Journalist,Law_detailed,1) Senator Cynthia Lummis (R-WY) along with Members of Congress from the western states of Wyoming Montana and Idaho sent a letter to U.S. Department of the Interior Secretary Deb Haaland urging her to follow the science and support delisting grizzlies in the Greater Yellowstone Ecosystem (GYE) and Northern Continental Divide (NCDE). 2) In addition to Senator Lummis the letter sent to Secretary Haaland was signed by Senators John Barrasso (WY) Steve Daines (MT) Mike Crapo (ID) James Risch (ID) as well as U.S. Representatives Liz Cheney (WY) Matt Rosendale (MT) Russ Fulcher (ID) and Mike Simpson (ID).,2021,Recent
1196,2023-06-08,Journalist,Quote from article,Northern Cheyenne Tribe Issues Public Comment to Interior Dept,Journalist,Journalist,Human_wildlife_conflict,Wyoming too addresses the strong likelihood of human and bear interactions as human development and expansion limits the bears habitat. Wyoming Pelition at 5 ([t]he expansion-into private lands and human-dominated landscapes results in increased potential for humangrizzly bear conflicts). The heightened number of interactions betweengrizzly bears and human-populations is not only a concern for predation of the bears as humans are proactive to killing-grizzlies during encounters but also showcases how climate change will continue to impact the-bearsrange. 16 U.S.C. $ 1533(a)(1)(C).,2023,Recent
1199,1998-12-14,Journalist,Quote from article,Bear fight brews over grizzlies fate: [Final Edition],Journalist,Journalist,State_of_science,But some environmentalists are accusing the government of caving in to politicians who favour delisting in the belief it will mean fewer restrictions on commercial use of federal forest and rangeland bordering Yellowstone. And biologists are arguing about how much the bear population has increased and what kind of long-term future the species has given human pressures on the area.,1998,Before
1202,2022-12-09,Journalist,Quote from article,Montana FWP seeks comments on grizzly management plan,Journalist,Journalist,Law_detailed,The plan was informed by existing bear plans and conservation strategies for parts of the state the federal recovery plan and the work of the Grizzly Bear Advisory Council appointed under the previous administration in 2019.The new plan would replace two existing plans - those for western Montana and for southwest Montana - with one statewide plan in which FWP commits to maintaining the long-term viability of grizzly bears while prioritizing human safety. The statewide plan will serve as a framework for the management of grizzly bears now and into the future.,2022,Recent
1205,2018-03-17,Journalist,Quote from article,Grizzly debate has lawyers running in packs to Missoulas courthouse,Journalist,Journalist,Law_detailed,On Tuesday Federal District Court Judge Dana Christensen told all parties he wanted the whole delisting debate wrapped up in one comprehensive review before September when Wyoming’s grizzly hunting season is set to start. That means getting a lot of cats herded in the same direction on both sides of the case.,2018,During II
1210,2023-05-12,Journalist,Quote from article,Julie Marshall: Protect grizzly bears,Journalist,Journalist,Recovery_goals,According to the agency’s last five-year review there are about 1100 grizzlies living in the Greater Yellowstone Ecosystem and about 740 in the NCDE.The conservation scientists in the report have studied grizzly bears in the two regions under investigation and conclude that our current understanding of the genetic diversity and the demographic security needed for grizzlies to persist for several hundred years suggests that up to 5000 grizzly bears may be necessary.,2023,Recent
1216,2013-07-22,Journalist,Quote from article,On our minds: Grizzly bears and odd routes: Protect grizzly bears,Journalist,Journalist,State_of_science,Between the politically-inspired scientific artificially high counts of grizzly bears and the deliberate scientific ignoring of their survival needs of white bark pine cone seeds and cutthroat trout the great bear is in trouble.,2013,After I
1219,2023-02-04,Journalist,Quote from article,State Efforts to Remove Federal Grizzly Protections Move Forward,Journalist,Journalist,Law_detailed,1) The U.S. Fish and Wildlife Service today issued a finding stating that removing federal protections from grizzly bear populations in the Greater Yellowstone and Northern Continental Divide ecosystems may be warranted. Removing Endangered Species Act safeguards could pave the way for the trophy hunting of grizzly bears in parts of Montana Idaho and Wyoming. 2) The Fish and Wildlife Service will now begin a status review of these grizzly bear populations to determine whether removal of federal protections is warranted. The Service requests that the Public submit comments during the review. A third petition filed by Idaho sought to delist grizzly bears across the lower 48 states. The Fish and Wildlife Service today denied that petition. Grizzlies currently occupy approximately just 6% of their historical range in the lower 48 states.3) Montana passed new anti-predator legislation and regulations that imperil grizzly bears wolves and other wildlife. One new law allows for nearly unregulated killing of grizzly bears threatening livestock with no definition of what constitutes such behavior. Further new laws allowing the hound hunting of black bears and baiting and snaring of wolves also endanger grizzly bears and other nontarget wildlife.,2023,Recent
1221,2001-08-17,Journalist,Quote from article,Interior Department caves in to grizzly bear scare: [FINAL Edition],Journalist,Journalist,Human_wildlife_conflict,Government biologists who helped develop the plan say experience suggests the risk of bear attack is as low as one injury per decade and one death every few decades. And the terms negotiated by local interests would provide greater economic protection than at present.,2001,Before
1225,2005-05-25,Journalist,Quote from article,SERVICE TRANSPORTATION PLAN GRAND TETON NATIONAL PARK TETON COUNTY MOOSE WYOMING. [Part 4 of 8],Journalist,Journalist,Law_detailed,1) The revised Grizzly Bear Recovery Plan established measurable populationparameters as indicators of population status forthe Greater Yellowstone Area (USFWS 1993). TheUSFWS would consider removing the GreaterYellowstone Area population of grizzly bears fromthreatened species status when these demographicrecovery goals are met. 2) Management of grizzly bears and grizzly bearhabitat in Grand Teton National Park follow theInteragency Grizzly Bear Guidelines (1986) andthe park’s Human-Bear Management Plan (GrandTeton National Park 1989). These guidelines weredeveloped to provide effective direction for theconservation of grizzly bears and their habitat tofederal agencies responsible for managing landwithin the recovery zone. The objectives for managing grizzly bears in Grand Teton National Park(Grand Teton National Park 1989),2005,Before
1227,2014-07-13,Journalist,Quote from article,BEAR WITH US: Yellowstone grizzly bears are on the rebound and outbound,Journalist,Journalist,Recovery_goals,From my examination of the best available science the criteria laid out in the recovery plan have been met. Thanks to the efforts of many agencies and organizations to improve habitat and manage human-bear coexistence the areas grizzly population has made a remarkable recovery from fewer than 150 bears to more than 700 and the bears range has expanded well beyond the Greater Yellowstone recovery area.,2014,After I
1228,1995-06-21,Journalist,Quote from article,The (Great) Bear Truth,Journalist,Journalist,State_of_science,Can the nasty kingdom I mean the government be relied upon to protect the few bears left in these recovery areas? Late in 1994 the Inter-agency Grizzly Bear Committee met in Lakewood Colorado and voted unanimously to petition the FWS to delist the grizzly population in the Yellowstone Recovery Area! After 35 years of research and millions of dollars spent there is no concrete population estimate for the Yellowstone grizzly. The Yellowstone population is small and isolated and the habitat conditions are much worse than when the grizzly was first listed in 1975. Yet are we supposed to believe that the Yellowstone population has recovered to the point that it can withstand the full onslaught of mans encroachment and be delisted?,1995,Before
1229,2005-11-15,Journalist,Quote from article,Grizzlies May Lose Status as Threatened; Plan Would Allow Limited Hunting of Yellowstone Bears Development in Habitat: [FINAL Edition],Journalist,Journalist,Law_detailed,The Bush administration today will take the first step toward removing Yellowstones grizzly bears a living icon of the American West from the nations endangered species list.The proposal to delist grizzly bears in the area surrounding Yellowstone National Park a plan that has alarmed some environmentalists highlights contrasting views of the 32-year-old Endangered Species Act. Proponents of the governments move say the grizzlys recovery marks a rare victory for the controversial law; others say the decision may undermine protections for a still- vulnerable group of animals.,2005,Before
1239,2018-05-24,Journalist,Quote from article,Wyoming Approves First Grizzly Bear Trophy Hunt in More Than 40 Years,Journalist,Journalist,Law_detailed,Under Wyomings proposal a maximum of one female or 10 male grizzlies could be killed this fall inside the states section of a federally designated demographic monitoring area--a zone of prime bear habitat where biologists track the species population. Another 12 male or female could be hunted in what state officials describe as the more human-dominated landscape outside that area.,2018,During II
1239,2018-05-24,Journalist,Quote from article,Wyoming Approves First Grizzly Bear Trophy Hunt in More Than 40 Years,Journalist,Journalist,Human_wildlife_conflict,Opponents included a California woman who said she drives each year to Wyoming to see wildlife but would stop if the hunt was approved and a Wyoming resident who said she regularly spots grizzlies near her home. Representatives from several conservation and wildlife groups also spoke with several arguing that hunting would add unnecessary deaths to the dozens of grizzlies killed by humans each year as the bears expand farther into developed areas.,2018,During II
1252,2006-03-01,Journalist,Quote from article,Deer Sterilization Fails,Journalist,Journalist,Law_detailed,1) In November the U. S. Fish and Wildlife Service issued a proposal to delist the Greater Yellowstone grizzly bear (Montana Idaho Wyoming) from the endangered species list. The Regional Director of the National Wildlife Federation and the U. S. Fish and Wildlife Services Grizzly Bear Recovery Coordinator support the proposal. When put on the endangered list in 1975 this population of grizzlies numbered between 200 and 250. Today it is estimated at 600 indicating a numerical growth of 4-7 percent per year. In addition grizzlies have expanded their range by 48 percent. 2) Before any final decision to delist is made this proposal will be presented to the Public for comment. Some people believe that delisting could eventually lead to limited hunting but dont expect that to happen for many years if ever. Even though numbers and negative human/bear encounters call for some bear reductions a proposal to hunt grizzlies in the Lower 48 would be extremely controversial.,2006,Before
1252,2006-03-01,Journalist,Quote from article,Deer Sterilization Fails,Journalist,Journalist,Recovery_goals,In November the U. S. Fish and Wildlife Service issued a proposal to delist the Greater Yellowstone grizzly bear (Montana Idaho Wyoming) from the endangered species list. The Regional Director of the National Wildlife Federation and the U. S. Fish and Wildlife Services Grizzly Bear Recovery Coordinator support the proposal. When put on the endangered list in 1975 this population of grizzlies numbered between 200 and 250. Today it is estimated at 600 indicating a numerical growth of 4-7 percent per year. In addition grizzlies have expanded their range by 48 percent.,2006,Before
1253,2005-11-20,Journalist,Quote from article,OUR OPINION,Journalist,Journalist,Recovery_goals,In a dramatic comeback - aided by nearly 30 years of special protection - grizzly bears have regained a strong foothold in Yellowstone National Park.Last week the federal government declared the bears recovered in the Yellowstone area.Once estimated at just over 200 the grizzly population around the park now is nearly 600. Biologists say the population is sustainable without the heavy oversight of the ESA.,2005,Before
1260,2023-07-22,Journalist,Quote from article,Natural Resources Defense Council National Parks Conservation Association Issue Public Comment to Interior Dept.,Journalist,Journalist,Law_detailed,State regulatory mechanisms are inadequate and vulnerable to change immediately after delisting. The suite of policies identified in current and proposed state grizzly bear management plans the tri-state Memorandum of Agreement (MOA) and state laws and administrative rules demonstrate an emphasis on hunting and lethal control of bears rather than on recovery connectivity and conflict prevention. Of particular concern is recent state legislative actions that have demonstrated how regulatory mechanisms are subject to change based on political whims which highlights a lack of durability for regulatory mechanisms post-delisting.,2023,Recent
1260,2023-07-22,Journalist,Quote from article,Natural Resources Defense Council National Parks Conservation Association Issue Public Comment to Interior Dept.,Journalist,Journalist,Recovery_goals,As increasing numbers of people move to Montana grizzly bear habitat will be developed and subdivided and recreation in grizzly country will accelerate putting further pressure on bears. As the impacts of climate on bears become more pronounced the future of grizzlies in Montana will depend on careful stewardship and a broad suite of conflict prevention strategies. Putting FWPs skills and energies into addressing these issues will better meet the increasing demands of maintaining this grizzly bear population than trophy hunting will.,2023,Recent
1260,2023-07-22,Journalist,Quote from article,Natural Resources Defense Council National Parks Conservation Association Issue Public Comment to Interior Dept.,Journalist,Journalist,Human_wildlife_conflict,Conflict prevention education and outreach are underfunded and underutilized. While robust state and federal programs exist to respond to conflicts when they occur and provide compensation if those conflicts lead to livestock losses investments in nonlethal conflict prevention lack similar institutional structures for funding and coordination. This lack of stable and predictable financial assistance and absence of a reliable network of technical assistance limits landowner and community participation in conflict prevention efforts thus failing to support adequate implementation of conflict prevention activities in occupied grizzly bear habitat. Grizzly bear recovery and connectivity between ecosystems will not be achieved or maintained without significant state and federal commitments to secure a safer landscape for people and bears by reducing attractants preventing conflicts and ensuring people have the knowledge to live work and recreate safely in bear country.,2023,Recent
1261,2023-12-01,Journalist,Quote from article,The Endangered Species Act at 50,Journalist,Journalist,Recovery_goals,Since then it has largely rebounded. The Yellowstone grizzly now numbers an estimated 1063 more than double its recovery target of 500. Yet efforts to delist the population in 2007 and then 2017 both failed due to litigation from environmental groups.,2023,Recent
1266,2017-06-25,Journalist,Quote from article,Grizzly decision shows Endangered Species Act can work,Journalist,Journalist,State_of_science,On Thursday Interior Secretary Ryan Zinke declared the draft process finished although lots of grizzly advocates disagree that the recovery process is complete. They refute the grizzly bear committees science challenge the legitimacy of livestock owner complaints and question the commitment of state wildlife agencies to restrain the pressure for trophy hunts and killing of problem bears. Lawsuits are inevitable.,2017,During II
1266,2017-06-25,Journalist,Quote from article,Grizzly decision shows Endangered Species Act can work,Journalist,Journalist,Recovery_goals,But the fact is the IGBC has declared Greater Yellowstone Ecosystem grizzlies recovered. It says the patient is ready to leave the hospital and doesn’t have to spend the rest of its existence in a nursing home. This is a gamble. If the science overestimated the bears’ resilience or the state plans allow too much killing Yellowstone grizzly populations will tumble right back to endangered status. The patient returns to the hospital assuming it has life enough left to save.,2017,During II
1266,2017-06-25,Journalist,Quote from article,Grizzly decision shows Endangered Species Act can work,Journalist,Journalist,Human_wildlife_conflict,Unlike eagles grizzlies pose a direct and scary (if statistically tiny) threat to human activity because they occasionally kill.,2017,During II
1267,1991-05-02,Journalist,Quote from article,MONTANA JUDGE REFUSES TO STOP GRIZZLY BEAR HUNT: [3 STAR Edition],Journalist,Journalist,State_of_science,Judge Thomas Honzel called U.S. Fish and Wildlife Service wishy-washy for asking that he force the Montana Department of Fish Wildlife and Parks to stop the hunt. The federal agency originally approved the hunt then reversed itself when animal rights activists complained.,1991,Before
1272,2003-06-05,Journalist,Quote from article,Humans put grizzly bears in tough spots: [SPOKANE Edition],Journalist,Journalist,Human_wildlife_conflict,County commissioners fear the Canadian bears would wander into Washington threatening Public safety and rural economies.They have voiced concerns that grizzlies would kill livestock and mule deer and attack rural residents and outdoor enthusiasts,2003,Before
1281,2023-06-28,Journalist,Quote from article,Maintain and enhance: Draft rules released on possible grizzly management,Journalist,Journalist,Law_detailed,During the legislative session this spring lawmakers passed Senate Bill 295 sponsored by Sen. Butch Gillespie R-Ethridge which set the state on a path to clarify how the state might manage grizzly bears their genetic exchange and potential conflicts should they be delisted by the federal government. The Fish and Wildlife Commission voted to move forward to the drafting process after a June 8 meeting.,2023,Recent
1284,2017-10-22,Journalist,Quote from article,Like grizzlies new FWP bear managers based on the prairie: More private land means higher risk of conflict between people bears,Journalist,Journalist,Human_wildlife_conflict,In addition to dealing with conflicts between grizzly bears and people bear management specialists work on conflict prevention study bears and educate the Public about them. Theyre based around the NCDE ecosystem in western and northcentral Montana and the greater Yellowstone National Park ecosystem.,2017,During II
1285,2024-08-02,Journalist,Quote from article,Wyoming rebukes feds for further delaying Yellowstone grizzly delisting decision,Journalist,Journalist,Law_detailed,Under federal policy the U.S. Fish and Wildlife Service has one year to respond to petitions seeking ESA protections for species — or in Wyoming’s case to relinquish the species’ threatened status. The state’s 27-page petition which calls for the Northern Rocky states to manage Greater Yellowstone Ecosystem grizzlies was submitted back in January 2022.Yellowstone region grizzlies have been delisted from the ESA twice in the last 17 years most recently in 2017. Lawsuits from environmental advocacy groups successfully overturned both the earlier decisions — and they’re very likely to sue again come a third delisting attempt.Opposition to delisting is partly motivated by Wyoming’s plans to pursue grizzly bear hunting.,2024,Recent
1287,1987-03-30,Journalist,Quote from article,Grizzly bears rebound stirs debate over endangered status: [2 STAR Edition],Journalist,Journalist,Law_detailed,Removing the bear from the list of threatened species would return jurisdiction over the animals to the state of Montana where many officials opposed inclusion of the grizzly on the threatened list 11 years ago and wanted it removed ever since. It would also open hundreds of thousands of acres of bear habitat to potential oil and gas exploration. Predictably [Frank Dunkle]s proposal has drawn praise from the energy industry and complaints from environmentalists.,1987,Before
1292,2021-02-13,Journalist,Quote from article,Glacier-Two Medicine Alliance Issues Public Comment on Fish & Wildlife Service Notice,Journalist,Journalist,Human_wildlife_conflict,Radio collared bears provide critical data on bear movement and site selection that can help managers accelerate grizzly bear recovery and reduce conflicts. We applaud the inclusion of money for radio collars. However we suggest rather than deploying radio collars to target conflicts anywhere in the NCDE the collars should be deployed on bears proximate to the HCP corridor. We further suggest a sufficient number of collared bears be female in order to advance managers knowledge of transportation corridors impacts on this essential demographic (see Additional Mitigation Measures below). Deploying collars in the HCP corridor should accomplish two beneficial outcomes. First it could help bear managers address Public concerns and limit conflicts in areas of the corridor where conflicts are occurring. Second if deployed in conjunction with a monitoring protocol and/or research design collared bears could provide bear managers valuable data about how bears negotiate the transportation corridor. This information would help managers further mitigate the impacts of the railroads incidental take.,2021,Recent
1293,2023-07-28,Journalist,Quote from article,Risch Leads Bicameral Legislation to Fully Delist Grizzly Bears in Lower 48 States,Journalist,Journalist,Law_detailed,U.S. Senator Jim Risch (R-Idaho) along with Senators Mike Crapo (R-Idaho) and Cynthia Lummis (R-Wyo.) and U.S. Representative Russ Fulcher (R-Idaho) today introduced the Grizzly Bear Review and Resource Restart (Grrr) Act to fully delist the grizzly bear in the lower 48 states from the endangered species list.,2023,Recent
1305,2015-11-10,Journalist,Quote from article,Tyler amongst tribal leaders fighting to protect grizzly bears,Journalist,Journalist,Law_detailed,What began with a loudly applauded announcement denouncing the delisting of the grizzly bear from the Endangered Species Act (ESA) by NCAI President Brian Cladoosby in the presence of Interior Secretary Sally Jewell concluded with a delegation of tribal leaders meeting with Deputy Secretary of the Interior Mike Connor and U.S. Fish and Wildlife Service (FWS) Director Dan Ashe.Over 40 tribes have issued declarations and resolutions opposing the delisting of the Yellowstone grizzly bear from the ESA a status change that will hand management of the grizzly to the states of Wyoming Idaho and Montana all of which intend to operate high-dollar trophy hunts of the grizzly on sacred and ancestral tribal homelands. Removing federal protections from the grizzly will also remove the existing protections on the lands the bear occupies loosening restrictions on energy livestock and timber leases on approximately two million acres of Greater Yellowstone.,2015,After I
1312,2022-01-06,Journalist,Quote from article,Guest opinion: New laws sabotage sound wildlife management,Journalist,Journalist,Law_detailed,Examples of legislation/regulations passed in 2021 that sabotages sound wildlife management:• A law (SB 98) that says a person can shoot a grizzly bear if it is threatening to kill a person or livestock. Threatening is not defined. This will result in the unregulated killing of grizzlies anywhere by anyone.• A law (SB 337) that says that FWP cannot relocate any grizzly bear captured in any type of conflict outside a recovery zone.• A law (HB 224) mandating allowing the use of neck snares to kill wolves that will result in grizzly bear deaths and the deaths of countless numbers of other non-target animals.• A law (HB 468) allowing the use of hounds to hunt black bears (which had been outlawed in Montana for 100 years). The use of hounds to hunt black bears will result in conflicts and death for grizzly bears in the areas where hounds are used.• A law (SB 314) allowing the use of bait around wolf traps and neck snares. Bait will also attract grizzly bears and other forest carnivores to these sites where they will be trapped or neck snared and be killed or maimed.• Montana Code (MCA 87-2-519) allowing out of state landowners who own more than 640 acres and their guests to hunt both black bears and mountain lions with hounds on their property and on Public lands surrounding their property for 2 miles in any direction and to do so without buying a non-resident hound hunting license. The use of hounds to hunt black bears will result in conflicts and death for grizzly bears in the areas where hounds are used.• A law (HB 225) extending the wolf trapping and neck snaring season into the time that both grizzly and black bears are out of their dens which will result in bears being caught maimed or killed in wolf traps and neck snares.• A law (SB 314) allowing hunting wolves over bait even at night with spotlights and night vision scopes.• A law (SB 267) that pays people to try to trap and kill wolves. This law takes wolf management back into the anti-predator bounty days of the 1800s.,2022,Recent
1312,2022-01-06,Journalist,Quote from article,Guest opinion: New laws sabotage sound wildlife management,Journalist,Journalist,Human_wildlife_conflict,• A law (SB 98) that says a person can shoot a grizzly bear if it is threatening to kill a person or livestock. Threatening is not defined. This will result in the unregulated killing of grizzlies anywhere by anyone.,2022,Recent
1319,2017-06-23,Journalist,Quote from article,GOV. BULLOCK WELCOMES YELLOWSTONE GRIZZLY BEAR DELISTING,Journalist,Journalist,Law_detailed,The recovery of the Grizzly Bear is the product of decades of dedicated collaboration among state federal and tribal land managers and countless private landowners and nonprofit partners.The proposed rule would delist grizzly bears throughout the Greater Yellowstone Area (GYA) in Montana Idaho and Wyoming in a Demographic Monitoring Area (DMA) that includes the recovery zone and an additional surrounding area totally toughly 30000 square miles (19+ million acres).,2017,During II
1332,2022-12-28,Journalist,Quote from article,FWP extends comment period on draft grizzly plan and EIS,Journalist,Journalist,Law_detailed,Dec. 18 - Montana Fish Wildlife & Parks is extending the Public comment deadline on the draft grizzly bear management plan and associated draft environmental impact statement to Feb. 4.The purpose of the draft plan and draft EIS is to guide the long-term management and conservation of grizzly bears across the state.The extension comes in response to multiple Public requests for additional time to review the draft plan and draft EIS which was originally due in early January.The draft grizzly bear management plan was informed by existing bear plans and conservation strategies the federal recovery plan and the work of the Grizzly Bear Advisory Council appointed under the previous administration in 2019.The new plan would replace two existing plans - those for western Montana and for southwest Montana - with one statewide plan in which FWP commits to maintaining the long-term viability of grizzly bears while prioritizing human safety.,2022,Recent
1332,2022-12-28,Journalist,Quote from article,FWP extends comment period on draft grizzly plan and EIS,Journalist,Journalist,Recovery_goals,Montana has petitioned the U.S. Fish and Wildlife Service to delist grizzly bears in the Northern Continental Divide Ecosystem from the ESA and supports Wyomings petition to delist grizzly bears in the Greater Yellowstone Ecosystem where they have surpassed recovery goals. Other recovery areas in Montana include the Cabinet-Yaak Ecosystem which is below recovery goals and Bitterroot Ecosystem which has no resident grizzlies at all.,2022,Recent
